Cow,Ingredient,AF_Qty,AF_Head,DM_fract,DM_Qty,DM_Head,Pen_old,Pen,Cow_amount,Cow_n,Year,Month,month,Days in month, Moisture, Dry_Matter, pH, CP, ADF, aNDF, Lignin, Starch, ESC(Sugar), WSC(Sugar), EE(Fat), TFA(Fat), Ash,C%,OM
dairy,11-14 Mo Mix,649,649,0.4,258,258.31,E10-80-,E10,12,1,2018,Mar,3,31,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,11-14 Mo Mix,766,766,0.4,305,304.87,E10-81-,E10,12,1,2018,Mar,3,31,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,11-14 Mo Mix,703,703,0.4,280,279.8,E10-82-,E10,12,1,2018,Mar,3,31,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,11-14 Mo Mix,686,686,0.4,273,273.03,E10-83-,E10,12,1,2018,Mar,3,31,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,11-14 Mo Mix,609,609,0.4,242,242.39,E10-84-,E10,12,1,2018,Mar,3,31,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,UN D MX,5085,5085,0.47,2390,2389.95,E10-9-6224,E10,71,1,2018,Mar,3,31,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3047,3047,0.47,1432,1432.09,E10-1-8886,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3308,3308,0.47,1555,1554.76,E10-10-6898,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,4412,4412,0.47,2074,2073.64,E10-11-6866,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,2875,2875,0.47,1351,1351.25,E10-12-6050,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,4902,4902,0.47,2304,2303.94,E10-13-,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,4189,4189,0.47,1969,1968.83,E10-14-,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3790,3790,0.47,1781,1781.3,E10-15-294,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3651,3651,0.47,1716,1715.97,E10-16-14763,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3307,3307,0.47,1554,1554.29,E10-17-292,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,2801,2801,0.47,1316,1316.47,E10-18-14954,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,4724,4724,0.47,2220,2220.28,E10-19-14746,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3850,3850,0.47,1809,1809.5,E10-2-8868,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,4720,4720,0.47,2218,2218.4,E10-20-291,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3163,3163,0.47,1487,1486.61,E10-21-300,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3554,3554,0.47,1670,1670.38,E10-22-14912,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,4281,4281,0.47,2012,2012.07,E10-23-289,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,2805,2805,0.47,1318,1318.35,E10-24-14725,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Canola Meal,61,60.95,0.88,54,53.52,E10-25-14782,E10,10,1,2018,Apr,4,30,8.97,91.03,,38.83,16.6,27.68,,5.5,,2.39,,,8,48.4,85
dairy,HMSC KFK,277,277.08,0.67,185,184.81,E10-25-14782,E10,10,1,2018,Apr,4,30,28.86666667,71.13,4.31,7.64,2.49,6.52,,71.28,1.11,1.47,4.04,3.63,1.36,44.1,76
dairy,KFK10 Premix,1145,1144.97,0.45,515,515.24,E10-25-14782,E10,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,2136,2136,0.47,1004,1003.92,E10-25-14782,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Canola Meal,53,53.35,0.88,47,46.84,E10-26-299,E10,10,1,2018,Apr,4,30,8.97,91.03,,38.83,16.6,27.68,,5.5,,2.39,,,8,48.4,85
dairy,HMSC KFK,243,242.51,0.67,162,161.75,E10-26-299,E10,10,1,2018,Apr,4,30,28.86666667,71.13,4.31,7.64,2.49,6.52,,71.28,1.11,1.47,4.04,3.63,1.36,44.1,76
dairy,KFK10 Premix,1002,1002.15,0.45,451,450.97,E10-26-299,E10,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,2946,2946,0.47,1385,1384.62,E10-26-299,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Canola Meal,48,47.64,0.88,42,41.83,E10-27-14653,E10,10,1,2018,Apr,4,30,8.97,91.03,,38.83,16.6,27.68,,5.5,,2.39,,,8,48.4,85
dairy,HMSC KFK,217,216.55,0.67,144,144.44,E10-27-14653,E10,10,1,2018,Apr,4,30,28.86666667,71.13,4.31,7.64,2.49,6.52,,71.28,1.11,1.47,4.04,3.63,1.36,44.1,76
dairy,KFK10 Premix,895,894.81,0.45,403,402.67,E10-27-14653,E10,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1964,1964,0.47,923,923.08,E10-27-14653,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Canola Meal,46,45.87,0.88,40,40.27,E10-28-295,E10,10,1,2018,Apr,4,30,8.97,91.03,,38.83,16.6,27.68,,5.5,,2.39,,,8,48.4,85
dairy,HMSC KFK,209,208.51,0.67,139,139.08,E10-28-295,E10,10,1,2018,Apr,4,30,28.86666667,71.13,4.31,7.64,2.49,6.52,,71.28,1.11,1.47,4.04,3.63,1.36,44.1,76
dairy,KFK10 Premix,862,861.62,0.45,388,387.73,E10-28-295,E10,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1902,1902,0.47,894,893.94,E10-28-295,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Canola Meal,58,57.71,0.88,51,50.67,E10-29-14688,E10,10,1,2018,Apr,4,30,8.97,91.03,,38.83,16.6,27.68,,5.5,,2.39,,,8,48.4,85
dairy,HMSC KFK,262,262.33,0.67,175,174.98,E10-29-14688,E10,10,1,2018,Apr,4,30,28.86666667,71.13,4.31,7.64,2.49,6.52,,71.28,1.11,1.47,4.04,3.63,1.36,44.1,76
dairy,KFK10 Premix,1084,1083.96,0.45,488,487.78,E10-29-14688,E10,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1917,1917,0.47,901,900.99,E10-29-14688,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,3296,3296,0.47,1549,1549.12,E10-3-,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Canola Meal,49,49.41,0.88,43,43.38,E10-30-14716,E10,10,1,2018,Apr,4,30,8.97,91.03,,38.83,16.6,27.68,,5.5,,2.39,,,8,48.4,85
dairy,HMSC KFK,225,224.59,0.67,150,149.8,E10-30-14716,E10,10,1,2018,Apr,4,30,28.86666667,71.13,4.31,7.64,2.49,6.52,,71.28,1.11,1.47,4.04,3.63,1.36,44.1,76
dairy,KFK10 Premix,928,928,0.45,418,417.6,E10-30-14716,E10,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,2109,2109,0.47,991,991.23,E10-30-14716,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,11-14 Mo Mix,821,821,0.4,327,326.78,E10-31-14325,E10,12,1,2018,Apr,4,30,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,UN D MX,625,625,0.47,294,293.75,E10-31-14325,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,11-14 Mo Mix,758,758,0.4,302,301.71,E10-32-14584,E10,12,1,2018,Apr,4,30,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,UN D MX,637,637,0.47,299,299.39,E10-32-14584,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,11-14 Mo Mix,835,835,0.4,332,332.35,E10-33-14260,E10,12,1,2018,Apr,4,30,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,UN D MX,1061,1061,0.47,499,498.67,E10-33-14260,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,11-14 Mo Mix,759,759,0.4,302,302.1,E10-34-290,E10,12,1,2018,Apr,4,30,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,UN D MX,1125,1125,0.47,529,528.75,E10-34-290,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,11-14 Mo Mix,703,703,0.4,280,279.81,E10-35-297,E10,12,1,2018,Apr,4,30,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,UN D MX,1130,1130,0.47,531,531.1,E10-35-297,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,11-14 Mo Mix,761,761,0.4,303,302.9,E10-36-301,E10,12,1,2018,Apr,4,30,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,UN D MX,816,816,0.47,384,383.52,E10-36-301,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,11-14 Mo Mix,830,830,0.4,330,330.36,E10-37-6470,E10,12,1,2018,Apr,4,30,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,UN D MX,1472,1472,0.47,692,691.84,E10-37-6470,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,11-14 Mo Mix,807,807,0.4,321,321.21,E10-38-8697,E10,12,1,2018,Apr,4,30,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,UN D MX,8,8,0.31,4,3.76,E10-38-8697,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,11-14 Mo Mix,762,762,0.4,303,303.3,E10-39-6423,E10,12,1,2018,Apr,4,30,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,UN D MX,919,919,0.47,432,431.93,E10-39-6423,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,UN D MX,4846,4846,0.47,2278,2277.62,E10-4-,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,11-14 Mo Mix,793,793,0.4,316,315.64,E10-40-8808,E10,12,1,2018,Apr,4,30,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,UN D MX,1173,1173,0.47,551,551.31,E10-40-8808,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,11-14 Mo Mix,717,717,0.4,285,285.39,E10-41-8778,E10,12,1,2018,Apr,4,30,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,UN D MX,1123,1123,0.47,528,527.81,E10-41-8778,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,11-14 Mo Mix,837,837,0.4,333,333.15,E10-42-8764,E10,12,1,2018,Apr,4,30,45.0589405,51.4555275,2.588235708,7.424453167,30.60017038,44.09589588,2.525891125,20.26296625,0.767711958,1.324461417,2.526117375,1.447071917,5.719411333,37.2655,85
dairy,UN D MX,1539,1539,0.47,723,723.33,E10-42-8764,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Alfalfa Sil,161,161.33,0.41,66,66.11,E10-43-8763,E10,10,1,2018,Apr,4,30,61.4675,38.5325,4.258333333,21.48416667,33.6425,38.2,8.305,2.01625,2.240833333,2.896666667,3.8775,1.506666667,10.47583333,40.5,85
dairy,Beet Pulp,46,46.49,0.91,42,42.49,E10-43-8763,E10,10,1,2018,Apr,4,30,7.78,92.22,,21.4,38.01,52.04,,,,0.11,,,5,40,85
dairy,Corn Sil KFK,199,199.01,0.34,67,66.82,E10-43-8763,E10,10,1,2018,Apr,4,30,64.385,35.615,3.73625,7.125,24.12625,37.82125,2.60875,37.0825,0.86375,1.7325,3.71625,2.3075,4.59,40,40
dairy,Distiller_Gr,50,49.66,0.89,44,44.2,E10-43-8763,E10,10,1,2018,Apr,4,30,64,36,,28,16,40,,,,,,,4,40,89
dairy,KFK10 Premix,1049,1048.51,0.45,472,471.83,E10-43-8763,E10,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,2349,2349,0.47,1104,1104.03,E10-43-8763,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Alfalfa Sil,127,126.71,0.41,52,51.93,E10-44-8807,E10,10,1,2018,Apr,4,30,61.4675,38.5325,4.258333333,21.48416667,33.6425,38.2,8.305,2.01625,2.240833333,2.896666667,3.8775,1.506666667,10.47583333,40.5,85
dairy,Beet Pulp,37,36.51,0.91,33,33.37,E10-44-8807,E10,10,1,2018,Apr,4,30,7.78,92.22,,21.4,38.01,52.04,,,,0.11,,,5,40,85
dairy,Corn Sil KFK,156,156.2,0.34,52,52.45,E10-44-8807,E10,10,1,2018,Apr,4,30,64.385,35.615,3.73625,7.125,24.12625,37.82125,2.60875,37.0825,0.86375,1.7325,3.71625,2.3075,4.59,40,40
dairy,Distiller_Gr,39,39,0.89,35,34.71,E10-44-8807,E10,10,1,2018,Apr,4,30,64,36,,28,16,40,,,,,,,4,40,89
dairy,KFK10 Premix,824,823.58,0.45,371,370.61,E10-44-8807,E10,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,2692,2692,0.47,1265,1265.24,E10-44-8807,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Alfalfa Sil,139,139.42,0.41,57,57.15,E10-45-6817,E10,10,1,2018,Apr,4,30,61.4675,38.5325,4.258333333,21.48416667,33.6425,38.2,8.305,2.01625,2.240833333,2.896666667,3.8775,1.506666667,10.47583333,40.5,85
dairy,Beet Pulp,40,40.19,0.91,37,36.73,E10-45-6817,E10,10,1,2018,Apr,4,30,7.78,92.22,,21.4,38.01,52.04,,,,0.11,,,5,40,85
dairy,Corn Sil KFK,172,171.99,0.34,58,57.78,E10-45-6817,E10,10,1,2018,Apr,4,30,64.385,35.615,3.73625,7.125,24.12625,37.82125,2.60875,37.0825,0.86375,1.7325,3.71625,2.3075,4.59,40,40
dairy,Distiller_Gr,43,42.95,0.89,38,38.23,E10-45-6817,E10,10,1,2018,Apr,4,30,64,36,,28,16,40,,,,,,,4,40,89
dairy,KFK10 Premix,906,906.44,0.45,408,407.9,E10-45-6817,E10,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,1622,1622,0.47,762,762.34,E10-45-6817,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Alfalfa Sil,144,144.1,0.41,59,59.04,E10-46-6814,E10,10,1,2018,Apr,4,30,61.4675,38.5325,4.258333333,21.48416667,33.6425,38.2,8.305,2.01625,2.240833333,2.896666667,3.8775,1.506666667,10.47583333,40.5,85
dairy,Beet Pulp,42,41.5,0.91,38,37.93,E10-46-6814,E10,10,1,2018,Apr,4,30,7.78,92.22,,21.4,38.01,52.04,,,,0.11,,,5,40,85
dairy,Corn Sil KFK,178,177.81,0.34,60,59.67,E10-46-6814,E10,10,1,2018,Apr,4,30,64.385,35.615,3.73625,7.125,24.12625,37.82125,2.60875,37.0825,0.86375,1.7325,3.71625,2.3075,4.59,40,40
dairy,Distiller_Gr,44,44.32,0.89,39,39.45,E10-46-6814,E10,10,1,2018,Apr,4,30,64,36,,28,16,40,,,,,,,4,40,89
dairy,KFK10 Premix,936,936.26,0.45,421,421.32,E10-46-6814,E10,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,2196,2196,0.47,1032,1032.12,E10-46-6814,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Alfalfa Sil,135,134.97,0.41,55,55.31,E10-47-6450,E10,10,1,2018,Apr,4,30,61.4675,38.5325,4.258333333,21.48416667,33.6425,38.2,8.305,2.01625,2.240833333,2.896666667,3.8775,1.506666667,10.47583333,40.5,85
dairy,Beet Pulp,39,38.89,0.91,36,35.54,E10-47-6450,E10,10,1,2018,Apr,4,30,7.78,92.22,,21.4,38.01,52.04,,,,0.11,,,5,40,85
dairy,Corn Sil KFK,166,166.47,0.34,56,55.9,E10-47-6450,E10,10,1,2018,Apr,4,30,64.385,35.615,3.73625,7.125,24.12625,37.82125,2.60875,37.0825,0.86375,1.7325,3.71625,2.3075,4.59,40,40
dairy,Distiller_Gr,42,41.54,0.89,37,36.97,E10-47-6450,E10,10,1,2018,Apr,4,30,64,36,,28,16,40,,,,,,,4,40,89
dairy,KFK10 Premix,877,877.14,0.45,395,394.71,E10-47-6450,E10,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,2372,2372,0.47,1115,1114.84,E10-47-6450,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
dairy,Alfalfa Sil,149,148.57,0.41,61,60.88,E10-48-6461,E10,10,1,2018,Apr,4,30,61.4675,38.5325,4.258333333,21.48416667,33.6425,38.2,8.305,2.01625,2.240833333,2.896666667,3.8775,1.506666667,10.47583333,40.5,85
dairy,Beet Pulp,43,42.8,0.91,39,39.12,E10-48-6461,E10,10,1,2018,Apr,4,30,7.78,92.22,,21.4,38.01,52.04,,,,0.11,,,5,40,85
dairy,Corn Sil KFK,183,183.33,0.34,62,61.55,E10-48-6461,E10,10,1,2018,Apr,4,30,64.385,35.615,3.73625,7.125,24.12625,37.82125,2.60875,37.0825,0.86375,1.7325,3.71625,2.3075,4.59,40,40
dairy,Distiller_Gr,46,45.74,0.89,41,40.71,E10-48-6461,E10,10,1,2018,Apr,4,30,64,36,,28,16,40,,,,,,,4,40,89
dairy,KFK10 Premix,966,965.56,0.45,435,434.5,E10-48-6461,E10,16,1,2018,Apr,4,30,50.24465583,49.69861817,3.575656708,9.9824015,20.00616138,29.65905554,2.525891125,36.59397792,1.021249292,1.662002083,3.452445042,2.278704917,4.515951,39.19891,85
dairy,UN D MX,2468,2468,0.47,1160,1159.96,E10-48-6461,E10,72,1,2018,Apr,4,30,45.28931325,54.66316675,3.34363875,16.29738425,19.692205,27.23800825,3.18118325,28.59094288,1.16225,1.8934005,3.1656715,1.9640615,5.74900375,40.59496,85
